# Party Quiz starter pack. Tab-separated: id, category, difficulty, question, four answers, correct index (0-3), why.
# Reviewed by hand; grow toward 1 000 with the Nexus pipeline. Keep questions under 120 characters and answers under 32.
entertainment-019	Film & Music	easy	What is the name of Mickey Mouse's dog?	Goofy	Pluto	Max	Bolt	1	
entertainment-020	Film & Music	easy	Which movie has the line 'May the Force be with you'?	Star Trek	Star Wars	Dune	Alien	1	
entertainment-021	Film & Music	easy	Which band wrote 'Bohemian Rhapsody'?	The Beatles	Queen	Pink Floyd	ABBA	1	
entertainment-022	Film & Music	easy	In 'Finding Nemo', what kind of fish is Nemo?	Angelfish	Clownfish	Goldfish	Tuna	1	
entertainment-023	Film & Music	easy	Which singer is known as the Material Girl?	Cher	Madonna	Kylie Minogue	Whitney Houston	1	
entertainment-024	Film & Music	easy	Which toy cowboy comes to life in 'Toy Story'?	Buzz	Woody	Rex	Slinky	1	
entertainment-025	Film & Music	medium	Who directed 'Pulp Fiction'?	Martin Scorsese	Quentin Tarantino	David Fincher	Guy Ritchie	1	
entertainment-026	Film & Music	medium	Which film won Best Picture at the 2020 Oscars, the first non-English winner?	1917	Parasite	Joker	Roma	1	
entertainment-027	Film & Music	medium	Which band's members were John, Paul, George and Ringo?	The Who	The Beatles	The Kinks	Oasis	1	
entertainment-028	Film & Music	medium	Who played Iron Man in the Marvel films?	Chris Evans	Robert Downey Jr.	Mark Ruffalo	Chris Pratt	1	
entertainment-029	Film & Music	medium	Which TV series features the Iron Throne?	The Witcher	Game of Thrones	Vikings	The Last Kingdom	1	
entertainment-030	Film & Music	medium	Which composer was deaf when he wrote his Ninth Symphony?	Mozart	Beethoven	Bach	Haydn	1	
entertainment-031	Film & Music	medium	Who sings 'Rolling in the Deep'?	Adele	Beyoncé	Rihanna	Sia	0	
entertainment-032	Film & Music	medium	Which film series features a hobbit named Frodo?	Narnia	The Lord of the Rings	Harry Potter	Eragon	1	
entertainment-033	Film & Music	medium	Which country does the band ABBA come from?	Norway	Denmark	Sweden	Finland	2	
entertainment-034	Film & Music	medium	What is the highest-grossing film of all time at the box office?	Titanic	Avatar	Avengers: Endgame	Star Wars	1	Avatar (2009), after its 2021 re-release.
entertainment-035	Film & Music	medium	Who composed the 'Star Wars' theme?	Hans Zimmer	John Williams	Ennio Morricone	Danny Elfman	1	
entertainment-036	Film & Music	medium	Which Czech composer wrote the 'New World Symphony'?	Smetana	Dvořák	Janáček	Martinů	1	
entertainment-037	Film & Music	hard	Which film won the first Best Animated Feature Oscar in 2002?	Monsters, Inc.	Shrek	Ice Age	Spirited Away	1	
entertainment-038	Film & Music	hard	Who directed 'Metropolis' (1927)?	F. W. Murnau	Fritz Lang	Sergei Eisenstein	Charlie Chaplin	1	
entertainment-039	Film & Music	hard	Which jazz trumpeter recorded 'Kind of Blue'?	Louis Armstrong	Miles Davis	Dizzy Gillespie	Chet Baker	1	
entertainment-040	Film & Music	hard	In which decade was the first talking feature film released?	1900s	1910s	1920s	1930s	2	The Jazz Singer, 1927.
entertainment-041	Film & Music	hard	Which opera features the 'Ride of the Valkyries'?	Carmen	Die Walküre	Aida	Tosca	1	
entertainment-042	Film & Music	hard	Who wrote the play 'Waiting for Godot'?	Harold Pinter	Samuel Beckett	Eugène Ionesco	Bertolt Brecht	1	
entertainment-043	Film & Music	hard	Which Pink Floyd album has a prism on its cover?	The Wall	Dark Side of the Moon	Animals	Wish You Were Here	1	
entertainment-044	Film & Music	hard	Which actor has won the most acting Oscars?	Jack Nicholson	Katharine Hepburn	Meryl Streep	Daniel Day-Lewis	1	Four, all for Best Actress.
entertainment-045	Film & Music	hard	What does a luthier make?	Drums	String instruments	Pianos	Flutes	1	
entertainment-046	Film & Music	hard	Which director made 'Seven Samurai'?	Akira Kurosawa	Yasujiro Ozu	Hayao Miyazaki	Takeshi Kitano	0	
sport-017	Sport	easy	How many players are on a volleyball team on court?	5	6	7	9	1	
sport-018	Sport	easy	In which sport would you perform a slam dunk?	Volleyball	Basketball	Handball	Netball	1	
sport-019	Sport	easy	What colour jersey does the Tour de France leader wear?	Green	Yellow	White	Red	1	
sport-020	Sport	easy	How many points is a goal worth in football?	1	2	3	6	0	
sport-021	Sport	easy	Which sport uses a shuttlecock?	Tennis	Squash	Badminton	Table tennis	2	
sport-022	Sport	easy	How often are the Summer Olympics held?	Every 2 years	Every 4 years	Every 5 years	Every year	1	
sport-023	Sport	easy	In which sport do you score a strike?	Bowling	Darts	Golf	Curling	0	
sport-024	Sport	easy	Which country is famous for sumo wrestling?	China	Japan	Mongolia	Korea	1	
sport-025	Sport	medium	How many Grand Slam tournaments are there in tennis each year?	3	4	5	6	1	
sport-026	Sport	medium	Which country won the first FIFA World Cup in 1930?	Brazil	Uruguay	Argentina	Italy	1	
sport-027	Sport	medium	How long is an Olympic swimming pool?	25 m	50 m	100 m	75 m	1	
sport-028	Sport	medium	In golf, what is one under par on a hole called?	Eagle	Birdie	Bogey	Albatross	1	
sport-029	Sport	medium	Which sport is played at Wimbledon?	Cricket	Tennis	Golf	Rugby	1	
sport-030	Sport	medium	How many players are on an ice hockey team on the ice?	5	6	7	8	1	Five skaters and a goaltender.
sport-031	Sport	medium	Which boxer was known as 'The Greatest'?	Mike Tyson	Muhammad Ali	Joe Frazier	George Foreman	1	
sport-032	Sport	medium	How many minutes does a standard football match last?	80	90	100	120	1	
sport-033	Sport	medium	Which principality hosts a Formula 1 street race every year?	Andorra	Liechtenstein	Monaco	San Marino	2	
sport-034	Sport	medium	In which sport is the Stanley Cup awarded?	Basketball	Baseball	Ice hockey	American football	2	
sport-035	Sport	medium	What do the five Olympic rings stand for?	The continents	The seas	The seasons	The medals	0	
sport-036	Sport	medium	Which Czech runner won three gold medals at the 1952 Olympics?	Jan Železný	Emil Zátopek	Věra Čáslavská	Josef Masopust	1	5,000 m, 10,000 m, and the marathon.
sport-037	Sport	hard	What is the maximum break in snooker?	147	155	180	200	0	
sport-038	Sport	hard	Which country gave badminton its modern form?	China	India	England	Denmark	2	Named after Badminton House in Gloucestershire.
sport-039	Sport	hard	How many players does a rugby union team field?	11	13	15	18	2	
sport-040	Sport	hard	In which year were the first modern Olympics held?	1886	1896	1900	1904	1	
sport-041	Sport	hard	Which athlete has won the most Olympic gold medals?	Usain Bolt	Michael Phelps	Carl Lewis	Larisa Latynina	1	23 golds.
sport-042	Sport	hard	What is the distance of a marathon in miles, to the nearest mile?	24	26	28	30	1	
sport-043	Sport	hard	In darts, what is the highest score with a single dart?	50	60	100	180	1	Treble 20.
sport-044	Sport	hard	Which country has won the most Rugby World Cups?	New Zealand	South Africa	Australia	England	1	Four, after 2023.
sport-045	Sport	hard	Who holds the men's 100 m world record?	Carl Lewis	Usain Bolt	Justin Gatlin	Asafa Powell	1	9.58 seconds, Berlin 2009.
sport-046	Sport	hard	In which city is the Roland Garros tournament played?	Lyon	Paris	Nice	Monte Carlo	1	
food-017	Food & Drink	easy	Which vegetable is used to make french fries?	Carrot	Potato	Parsnip	Turnip	1	
food-018	Food & Drink	easy	What is the main ingredient in an omelette?	Flour	Eggs	Rice	Cheese	1	
food-019	Food & Drink	easy	Which country is famous for pizza and pasta?	Spain	Italy	Greece	France	1	
food-020	Food & Drink	easy	What do bees produce that we eat?	Syrup	Honey	Jam	Butter	1	
food-021	Food & Drink	easy	Which fruit has its seeds on the outside?	Apple	Strawberry	Cherry	Peach	1	
food-022	Food & Drink	easy	What colour is a ripe lemon?	Green	Yellow	Orange	Red	1	
food-023	Food & Drink	easy	Which drink is made from roasted beans?	Tea	Coffee	Cocoa	Beer	1	
food-024	Food & Drink	easy	What is a baguette?	A cheese	A bread	A pastry	A soup	1	
food-025	Food & Drink	medium	Which country does paella come from?	Portugal	Spain	Mexico	Italy	1	
food-026	Food & Drink	medium	What is tofu made from?	Rice	Soy milk	Almond milk	Wheat	1	
food-027	Food & Drink	medium	Which spice gives curry its yellow colour?	Cumin	Turmeric	Paprika	Ginger	1	
food-028	Food & Drink	medium	What is the base of traditional Japanese miso soup?	Seaweed	Fermented soybean paste	Fish	Rice	1	
food-029	Food & Drink	medium	Which French cheese is made from sheep's milk and aged in caves?	Brie	Roquefort	Camembert	Comté	1	
food-030	Food & Drink	medium	What is the Czech name for a dumpling?	Knedlík	Palačinka	Svíčková	Guláš	0	
food-031	Food & Drink	medium	Which country produced the most wine in most recent years?	France	Italy	Spain	USA	1	
food-032	Food & Drink	medium	What type of pastry is used for croissants?	Shortcrust	Laminated	Choux	Filo	1	
food-033	Food & Drink	medium	Which fish is traditionally served at a Czech Christmas dinner?	Salmon	Carp	Trout	Cod	1	
food-034	Food & Drink	medium	The sandwich is named after an earl from which country?	France	England	USA	Germany	1	
food-035	Food & Drink	medium	What is the key herb in pesto?	Parsley	Basil	Mint	Coriander	1	
food-036	Food & Drink	medium	Which bean is chocolate made from?	Coffee	Cocoa	Vanilla	Soy	1	
food-037	Food & Drink	hard	Which country grows the most cocoa?	Ghana	Ivory Coast	Brazil	Indonesia	1	
food-038	Food & Drink	hard	Which part of a chilli pepper is hottest?	The skin	The seeds and membrane	The tip	The stem	1	
food-039	Food & Drink	hard	Parmesan is the English name of which protected Italian cheese?	Pecorino	Parmigiano Reggiano	Grana Padano	Asiago	1	
food-040	Food & Drink	hard	Kimchi is a fermented dish from which country?	Japan	Korea	Vietnam	China	1	
food-041	Food & Drink	hard	What makes sourdough bread rise?	Baking soda	Wild yeast and bacteria	Baking powder	Eggs	1	
food-042	Food & Drink	hard	Which country drinks the most beer per person?	Germany	Czechia	Austria	Ireland	1	Around 130 litres a year per person.
food-043	Food & Drink	hard	What is the Japanese name for the savoury 'fifth taste'?	Wasabi	Umami	Dashi	Mirin	1	
food-044	Food & Drink	hard	Which 'nut' is a seed from a fruit related to mangoes?	Almond	Cashew	Pecan	Macadamia	1	
food-045	Food & Drink	hard	Mole sauce is a speciality of which country?	Spain	Mexico	Peru	Cuba	1	
food-046	Food & Drink	hard	What does 'al dente' mean when cooking pasta?	Very soft	Firm to the bite	Overcooked	Cold	1	
animals-017	Animals	easy	What is the tallest animal in the world?	Elephant	Giraffe	Ostrich	Camel	1	
animals-018	Animals	easy	Which animal is known as the king of the jungle?	Tiger	Lion	Leopard	Gorilla	1	
animals-019	Animals	easy	How many legs does a dog have?	2	4	6	8	1	
animals-020	Animals	easy	Which animal carries its baby in a pouch?	Koala	Kangaroo	Panda	Sloth	1	
animals-021	Animals	easy	What do pandas mainly eat?	Fish	Bamboo	Insects	Fruit	1	
animals-022	Animals	easy	Which bird cannot fly but can run very fast?	Penguin	Ostrich	Chicken	Turkey	1	
animals-023	Animals	easy	What is a baby cat called?	Puppy	Kitten	Cub	Foal	1	
animals-024	Animals	easy	Which animal has black and white stripes?	Giraffe	Zebra	Leopard	Hyena	1	
animals-025	Animals	medium	Which land animal has the largest brain?	Gorilla	Elephant	Hippo	Rhino	1	
animals-026	Animals	medium	How long can a tortoise live?	Up to 20 years	Up to 50 years	Over 100 years	Up to 10 years	2	
animals-027	Animals	medium	What is the fastest bird in a dive?	Eagle	Peregrine falcon	Swift	Hawk	1	Over 300 km/h.
animals-028	Animals	medium	Which mammal can truly fly?	Squirrel	Bat	Lemur	Sugar glider	1	
animals-029	Animals	medium	How many eyes does a honeybee have?	2	3	5	8	2	Two compound eyes plus three simple ones.
animals-030	Animals	medium	Which animal can sleep standing up?	Cow	Horse	Pig	Goat	1	
animals-031	Animals	medium	What is a group of wolves called?	Herd	Pack	Flock	Pride	1	
animals-032	Animals	medium	Which reptile can regrow its tail?	Snake	Lizard	Turtle	Crocodile	1	
animals-033	Animals	medium	Which bird lays the largest egg?	Emu	Ostrich	Swan	Albatross	1	
animals-034	Animals	medium	How many humps does a dromedary camel have?	0	1	2	3	1	
animals-035	Animals	medium	Which animal is the national symbol of Czechia?	Eagle	Lion	Bear	Falcon	1	The double-tailed lion of Bohemia.
animals-036	Animals	medium	What is the largest species of shark?	Great white	Whale shark	Tiger shark	Hammerhead	1	
animals-037	Animals	hard	Which mammal has the strongest bite for its size?	Hyena	Tasmanian devil	Jaguar	Wolverine	1	
animals-038	Animals	hard	How many species of penguin are there, roughly?	6	12	18	30	2	
animals-039	Animals	hard	Which animal can survive being frozen solid in winter?	Wood frog	Salmon	Newt	Toad	0	
animals-040	Animals	hard	Which bird migrates the farthest each year?	Swallow	Arctic tern	Stork	Goose	1	Pole to pole and back, around 70,000 km.
animals-041	Animals	hard	Which large mammal cannot jump?	Sloth	Elephant	Hippo	Rhino	1	
animals-042	Animals	hard	Which insect often lives only a day as an adult?	Mayfly	Housefly	Mosquito	Ant	0	
animals-043	Animals	hard	Which animal has three hearts and blue blood?	Squid	Octopus	Lobster	Cuttlefish	1	
animals-044	Animals	hard	How long is an elephant's pregnancy?	9 months	12 months	22 months	30 months	2	
animals-045	Animals	hard	Which bird is best at mimicking human speech?	Crow	African grey parrot	Mynah	Budgie	1	
animals-046	Animals	hard	What is the loudest animal on Earth?	Lion	Sperm whale	Howler monkey	Elephant	1	Its clicks reach about 230 decibels underwater.
tech-017	Technology	easy	What does 'PC' stand for?	Personal Computer	Private Computer	Power Console	Printed Circuit	0	
tech-018	Technology	easy	Which company makes the PlayStation?	Nintendo	Sony	Microsoft	Sega	1	
tech-019	Technology	easy	What do you call a program that damages your computer?	Update	Virus	Driver	Plugin	1	
tech-020	Technology	easy	Which key do you hold to type capital letters?	Tab	Shift	Alt	Ctrl	1	
tech-021	Technology	easy	What does 'email' mean?	Electronic mail	Easy mail	Express mail	Encoded mail	0	
tech-022	Technology	easy	Which company makes the Windows operating system?	Apple	Google	Microsoft	IBM	2	
tech-023	Technology	easy	What device do you use to point and click on a screen?	Keyboard	Mouse	Printer	Speaker	1	
tech-024	Technology	easy	What is the name of Google's web browser?	Safari	Firefox	Chrome	Edge	2	
tech-025	Technology	medium	What does 'RAM' stand for?	Random Access Memory	Read Access Memory	Rapid Action Module	Run All Memory	0	
tech-026	Technology	medium	Who founded Microsoft with Bill Gates?	Steve Jobs	Paul Allen	Steve Ballmer	Larry Ellison	1	
tech-027	Technology	medium	Which company released the first iPhone?	Nokia	Apple	BlackBerry	Samsung	1	
tech-028	Technology	medium	What does 'GPS' stand for?	Global Positioning System	General Position Sensor	Geographic Path Service	Global Path Satellite	0	
tech-029	Technology	medium	What was the first web browser, released in 1990?	Mosaic	WorldWideWeb	Netscape	Lynx	1	
tech-030	Technology	medium	Which programming language has a coffee cup logo?	Python	Java	Ruby	Go	1	
tech-031	Technology	medium	What year was Wikipedia launched?	1995	1999	2001	2004	2	
tech-032	Technology	medium	What does 'HTML' stand for?	HyperText Markup Language	High Tech Machine Language	Hyperlink Text Mode	Home Tool Markup List	0	
tech-033	Technology	medium	Which company owns YouTube?	Meta	Google	Microsoft	Amazon	1	
tech-034	Technology	medium	Roughly how many bytes are in a megabyte?	One thousand	One million	One billion	One trillion	1	
tech-035	Technology	medium	Which country launched the first artificial satellite, Sputnik?	USA	Soviet Union	China	Germany	1	
tech-036	Technology	medium	What did Apple say the 'i' in iMac stood for?	Intelligent	Internet	Individual	Internet and individual	3	Apple's 1998 launch listed internet, individual, instruct, inform, inspire.
tech-037	Technology	hard	What was the first PC virus for MS-DOS, from 1986?	ILOVEYOU	Brain	Melissa	Michelangelo	1	
tech-038	Technology	hard	Which programming language did Dennis Ritchie create?	C	Pascal	Fortran	Lisp	0	
tech-039	Technology	hard	What does 'HTTP' stand for?	HyperText Transfer Protocol	High Transfer Text Process	Hyper Terminal Text Path	Host Transfer Type Protocol	0	
tech-040	Technology	hard	Who wrote the first version of the Linux kernel?	Richard Stallman	Linus Torvalds	Ken Thompson	Guido van Rossum	1	
tech-041	Technology	hard	Which company built Deep Blue, the chess computer that beat Kasparov?	Intel	IBM	Microsoft	Sun	1	
tech-042	Technology	hard	What is the maximum value of an unsigned 8-bit number?	127	128	255	256	2	
tech-043	Technology	hard	In which year was the first email sent?	1961	1971	1981	1991	1	
tech-044	Technology	hard	What does 'SSD' stand for?	Solid State Drive	Super Speed Disk	Secure Storage Device	Serial System Drive	0	
tech-045	Technology	hard	Which language are Ethereum smart contracts most often written in?	Rust	Solidity	Python	C++	1	
tech-046	Technology	hard	How many bits make up an IPv4 address?	16	32	64	128	1	
bitcoin-017	Bitcoin	easy	How many satoshis are in one bitcoin?	1,000	1,000,000	100,000,000	21,000,000	2	
bitcoin-018	Bitcoin	easy	What do you need to spend bitcoin from a wallet?	A bank password	The private key	A credit card	An email address	1	
bitcoin-019	Bitcoin	easy	What is the 2008 document that introduced Bitcoin called?	The Bitcoin Book	The Bitcoin whitepaper	The Genesis Paper	The Blockchain Manifesto	1	
bitcoin-020	Bitcoin	easy	What do Bitcoin miners compete to find?	A new coin type	A valid block	A wallet address	A transaction fee	1	
bitcoin-021	Bitcoin	easy	Bitcoin has no central...	Bank	Website	Wallet	Blockchain	0	
bitcoin-022	Bitcoin	easy	What is a Bitcoin address most like?	A phone number	An account number	A password	A coin	1	
bitcoin-023	Bitcoin	easy	Which symbol is commonly used for bitcoin?	$	₿	€	¥	1	
bitcoin-024	Bitcoin	easy	What happens to new bitcoin supply over time?	It grows forever	It slows, then stops at 21M	It shrinks	It resets yearly	1	
bitcoin-025	Bitcoin	medium	What is the block reward after the 2024 halving?	6.25 BTC	3.125 BTC	12.5 BTC	1.5625 BTC	1	
bitcoin-026	Bitcoin	medium	What is a 'seed phrase'?	A mining password	Words that back up a wallet	A block hash	A pool name	1	
bitcoin-027	Bitcoin	medium	Roughly how many transactions fit in a Bitcoin block?	About 20	A few thousand	Millions	Exactly 1,000	1	
bitcoin-028	Bitcoin	medium	What is a 'node' in the Bitcoin network?	A miner only	A computer running Bitcoin	A wallet app	An exchange	1	
bitcoin-029	Bitcoin	medium	What does 'proof of work' prove?	Identity	Computing effort was spent	Ownership of coins	Location	1	
bitcoin-030	Bitcoin	medium	What is SegWit?	A hardware wallet	A 2017 signature-storage upgrade	A mining pool	A coin	1	
bitcoin-031	Bitcoin	medium	Which country made bitcoin legal tender in 2021?	Panama	El Salvador	Argentina	Nigeria	1	
bitcoin-032	Bitcoin	medium	What is the 'difficulty' in Bitcoin mining?	The price of a miner	How hard a valid hash is to find	Network fees	Wallet security	1	
bitcoin-033	Bitcoin	medium	How many confirmations are commonly treated as final for large payments?	1	3	6	100	2	
bitcoin-034	Bitcoin	medium	What is a 'UTXO'?	An exchange	An unspent transaction output	A mining chip	A type of wallet	1	
bitcoin-035	Bitcoin	medium	What does a hardware wallet do?	Mines bitcoin	Keeps private keys offline	Runs a full node	Speeds up transactions	1	
bitcoin-036	Bitcoin	medium	Which unit is hashrate measured in?	Bits per second	Hashes per second	Blocks per second	Coins per second	1	
bitcoin-037	Bitcoin	hard	Which prefix fits today's total Bitcoin network hashrate?	Megahash	Gigahash	Terahash	Exahash	3	Hundreds of exahashes per second.
bitcoin-038	Bitcoin	hard	Who received the first bitcoin transaction from Satoshi?	Nick Szabo	Hal Finney	Gavin Andresen	Adam Back	1	Block 170, January 2009.
bitcoin-039	Bitcoin	hard	What does the genesis block's embedded message refer to?	A pizza	A bank bailout headline	The moon landing	A poem	1	The Times headline on a second bailout for banks.
bitcoin-040	Bitcoin	hard	What is the maximum block weight in Bitcoin?	1 MB	2 million units	4 million weight units	8 MB	2	
bitcoin-041	Bitcoin	hard	What is a 'coinbase transaction'?	A trade on an exchange	A block's first tx, new coins	A refund	A fee payment	1	
bitcoin-042	Bitcoin	hard	Which BIP introduced hierarchical deterministic wallets?	BIP 16	BIP 32	BIP 141	BIP 340	1	
bitcoin-043	Bitcoin	hard	What is Taproot?	A mining algorithm	A 2021 privacy+script upgrade	A wallet brand	A Lightning node	1	
bitcoin-044	Bitcoin	hard	Roughly how many bitcoins are believed lost forever?	Almost none	Around 3 to 4 million	10 million	Half of all coins	1	
bitcoin-045	Bitcoin	hard	What is the 'nonce' in a block header?	The miner's name	A number varied to find a hash	The block reward	The fee total	1	
bitcoin-046	Bitcoin	hard	What is a 'mining pool'?	A wallet for miners	Miners sharing hashrate, rewards	A cooling system	A Bitcoin exchange	1	
kids-017	Kids	easy	What colour is the sky on a clear day?	Green	Blue	Red	Yellow	1	
kids-018	Kids	easy	How many wheels does a bicycle have?	1	2	3	4	1	
kids-019	Kids	easy	Which animal is famous for its long trunk?	Giraffe	Elephant	Lion	Hippo	1	
kids-020	Kids	easy	What do you use to brush your teeth?	Comb	Toothbrush	Spoon	Sponge	1	
kids-021	Kids	easy	How many fingers are on two hands?	5	8	10	12	2	
kids-022	Kids	easy	Which animal gives us milk?	Cow	Cat	Duck	Snake	0	
kids-023	Kids	easy	What do you call the meal in the morning?	Lunch	Breakfast	Dinner	Snack	1	
kids-024	Kids	easy	What is the opposite of hot?	Warm	Cold	Wet	Big	1	
kids-025	Kids	easy	Which shape has four equal sides?	Triangle	Square	Circle	Oval	1	
kids-026	Kids	easy	What do bees make?	Milk	Honey	Bread	Juice	1	
kids-027	Kids	medium	How many months are in a year?	10	11	12	13	2	
kids-028	Kids	medium	Which planet do we live on?	Mars	Earth	Venus	Jupiter	1	
kids-029	Kids	medium	What is 5 plus 7?	11	12	13	14	1	
kids-030	Kids	medium	Which animal is the biggest in the sea?	Shark	Blue whale	Dolphin	Octopus	1	
kids-031	Kids	medium	What do you call water falling from clouds?	Snow	Rain	Wind	Fog	1	
kids-032	Kids	medium	Which is the largest of these numbers?	79	97	89	78	1	
kids-033	Kids	medium	What colour do you get when you mix red and white?	Purple	Pink	Orange	Brown	1	
kids-034	Kids	medium	How many legs does an octopus have?	6	8	10	4	1	
kids-035	Kids	medium	Which bird says 'quack'?	Hen	Duck	Owl	Parrot	1	
kids-036	Kids	medium	How many hours are in a day?	12	20	24	30	2	
kids-037	Kids	hard	How many sides does a hexagon have?	5	6	7	8	1	
kids-038	Kids	hard	What is 9 times 9?	72	81	90	99	1	
kids-039	Kids	hard	Which is the smallest planet in our solar system?	Mars	Mercury	Venus	Neptune	1	
kids-040	Kids	hard	How many continents are there?	5	6	7	8	2	
kids-041	Kids	hard	What gas do we breathe out?	Oxygen	Carbon dioxide	Nitrogen	Helium	1	
kids-042	Kids	hard	How many seconds are in five minutes?	150	250	300	500	2	
kids-043	Kids	hard	Which ocean is the biggest?	Atlantic	Pacific	Indian	Arctic	1	
kids-044	Kids	hard	What is half of 150?	50	65	75	100	2	
kids-045	Kids	hard	Which river is usually called the longest in the world?	Amazon	Nile	Yangtze	Mississippi	1	
kids-046	Kids	hard	How many strings does a violin have?	3	4	5	6	1	
